Title,Description,Start Date,End Date,Start Time,End Time,Duration,Location,Category,Scope,Goals,Features,Requirements
Fundamentals of Programming Controllers (Arduino),"A simplified course designed for beginners, focusing on the foundational concepts of working with the Arduino platform.
The course aims to demystify basic principles in programming and electronics through easy-to-follow experiments. Participants will develop a solid understanding of the basics, learn the components and functions of the Arduino board, how to connect it to a computer, and how to write simple code to control inputs and outputs.",25-05-2025,29-05-2025,12:00 PM,3:00 PM,12:00 PM - 03:00 PM,Riyadh - Headquarters,Program,Mechatronics Engineering,Introduce trainees to the Arduino platform and its main components | Learn the C++ programming language | Understand basic electrical and electronics principles for Arduino | Build the ability to connect various sensors | Develop problem-solving and creative thinking skills in electronics and programming,"Focus on practical applications and real projects | Starts with basic concepts and gradually progresses | Opens the door to advanced techniques and applications | Combines programming, electronics, and design | Covers diverse fields.",The applicant must be Saudi. | Own a personal laptop. | Commitment to attend all training sessions. | Experience in any programming language.
Fundamentals of Cloud Infrastructure Engineering with Google Cloud,"This program offers a comprehensive introduction to the core concepts and services of Google Cloud Platform (GCP),
helping beginners understand GCP’s foundational infrastructure, including computing, storage, and networking. It emphasizes hands-on learning through tools like the Google Cloud Console and Cloud Shell to enhance participants’ practical experience in building and deploying cloud applications effectively.
",25-05-2025,29-05-2025,4:00 PM,8:00 PM,04:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Cloud Computing,"Gain comprehensive understanding of cloud computing concepts and their business value | Understand the value Google Cloud provides to organizations and developers | Learn to manage projects and resources with Google Cloud Resource Manager and Cloud IAM | Explore storage options like Cloud Storage, Cloud SQL, and BigQuery | Apply best practices in networking including VPCs, subnets, secure connections, and data routing | Gain hands-on experience via exercises using Console and Cloud Shell; deploy and test app performance on Google Cloud.",Application-based learning methodology | Practical training using Google Cloud Console and Cloud Shell to gain skills in resource management and app deployment | Prepares participants for Google Cloud certifications such as Associate Cloud Engineer and encourages real-world application | Guided by certified instructors to ensure comprehension of core concepts | Supportive and competitive environment.,"The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field. | Commitment to attend all training sessions. | Good level of English. | Basic IT background (e.g., networks, operating systems, databases) and willingness to do hands-on learning and use technical tools."
Security+ Information Security,"The program introduces the foundational units of information security,
familiarizing participants with cybersecurity challenges, threats, and advanced methods for protecting data privacy. It also prepares trainees with the knowledge needed to pass the global certification exam (CompTIA Security+ Certification).",25-05-2025,05-06-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Riyadh - Headquarters,Program, Cybersecurity,"Identify cybersecurity threats and attacks | Understand types and uses of encryption tools | Learn core cybersecurity concepts and their importance to all organizations | Apply confidentiality, integrity, and availability principles | Protect privacy and personal data from breaches | Handle social engineering attempts | Apply risk management policies using specific tools.",Supportive and competitive environment | Scenario-based learning methodology linking course topics to real cybersecurity situations | Guidance from technical experts to ensure optimal skill acquisition.,"The applicant must be Saudi. | Own a personal laptop. | Familiarity with programming basics, preferably in C++ and Python. | Basic knowledge of computers, networks, and electronic devices."
Fundamentals of the Internet of Things (IoT),"This program introduces participants to the basic concepts of the Internet of Things (IoT) and how to design and develop connected systems
that integrate smart devices with the cloud. It includes both theoretical and practical components covering programming, hardware, communication protocols, and IoT solutions — all within an applied learning environment led by a specialized instructional team.
",25-05-2025,29-05-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Riyadh - Headquarters,Program,Software and Application Development,"Understand core concepts and foundations of the Internet of Things (IoT) | Explore IoT applications across industries | Learn to program connected devices using Raspberry Pi, Arduino, ESP, etc. | Master communication protocols like MQTT and HTTP | Understand security and privacy frameworks for connected systems.",Intensive hands-on training focused on real-world applications | Small training groups to enable direct interaction with the instructor | Provision of training materials and tools for practical application | Certificate of completion accredited by the academy.,"The applicant must be Saudi. | Own a personal laptop. | Familiarity with programming basics, preferably in C++ and Python. | Basic knowledge of computers, networks, and electronic devices."
Drone Building and Calibration,"A training program focused on the fundamentals of drone technology, along with the engineering and scientific principles behind it.
Participants will explore the parts and systems of drones, the role of each subsystem, and how to control them through programming. The program includes a practical component where trainees will build and operate drones from scratch, all within a hands-on learning environment under expert supervision.",25-05-2025,05-06-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Mechatronics Engineering,Understand drone systems and components and their uses | Learn drone dynamics and autonomous systems | Explore core drone operation techniques and communication systems | Learn how to build and program drones.,"Program delivered in Arabic | Interactive semester project to build, assemble, and program drones | Certificates of attendance provided by Tuwaiq Academy | Hands-on drone operation training.",The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English. | Technical background.
Drone Basics,"This program prepares trainees for advanced and specialized drone courses
by introducing them to drone technology, its components, basic operations, and control mechanisms. It also includes general maintenance of core equipment and familiarization with recreational drone aviation regulations all delivered in a practical training environment that enhances participants' skills through real-world experiences.
",25-05-2025,29-05-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Mechatronics Engineering,Learn the fundamentals of drone technology | Understand drone operation | Learn general maintenance of basic equipment | Understand recreational aviation regulations.,Application-based learning methodology | Supportive and competitive learning environment | Interactive activities and projects | Program delivered in Arabic | Practical drone operation training.,The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English.
Excel for Beginners,"The program aims to teach participants the basics of using Microsoft Excel,
including how to organize and create data in tables and charts efficiently. By the end of the program, participants will understand essential Excel skills, be able to use mathematical and logical formulas, and create clean, professional charts and tables.",25-05-2025,29-05-2025,6:00 PM,9:00 PM,06:00 PM - 09:00 PM,Riyadh - Headquarters,Program,Data Science and Artificial Intelligence,Learn how to organize and structure data in charts | Use functions like VLOOKUP and IF to structure and present data | Understand and apply Pivot Tables and how to categorize and display data simply.,Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop.
Drone Operation with Artificial Intelligence Algorithms,"The “Artificial Intelligence and Drones” program enables trainees to grasp key AI concepts and apply them in real-world scenarios.
Participants will learn about AI and drone applications, image processing, and how to train a YOLO model on real data to integrate AI into drone operations.",15-06-2025,26-06-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Mechatronics Engineering,Understand artificial intelligence and drone applications | Learn the fundamentals of image processing | Learn how to apply AI models such as YOLO to drones.,Program delivered in Arabic | Interactive activities and projects | Certificates of attendance from Tuwaiq Academy | Hands-on drone programming and operation training.,The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English. | Technical and programming background.
High-Speed Drone (FPV Drone),"A training program designed to elevate beginners and hobbyists to an advanced level.
The program combines theoretical instruction with hands-on practice through simulations and real-world training. Participants will focus on drone assembly, setup, calibration, mastering flight skills, and becoming proficient with soldering techniques and electrical tools.",15-06-2025,26-06-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Mechatronics Engineering,"Understand FPV drone components, assembly, and basic maintenance | Set up and calibrate drones using Betaflight | Acquire hands-on flight skills | Master soldering techniques and electrical tools.",Program delivered in Arabic | Interactive activities and projects | Practical drone operation training.,The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English. | Technical background.
Game design and programming,"This program introduces concepts and provides hands-on experience in game design and development.
It follows a blended learning model that combines self-paced online learning with in-person training. Trainees are required to complete online MOOC units before attending the in-person sessions. The program enables students to build a game prototype, enhancing their practical learning and preparing them to enter the game development industry professionally.",15-06-2025,03-07-2025,6:00 PM,10:00 PM,06:00 PM - 10:00 PM,Riyadh - Headquarters,Program,Software and Application Development,Gain a comprehensive understanding of game design and development | Develop student skills in creating game prototypes | Execute practical projects to enhance game development skills.,Application-based learning methodology | Scientific and practical knowledge in game development | Professional certifications offered by HP.,The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a programming-related field. | Completion of MOOC units online.
Web Development with ASP.net Core MVC,"The program aims to build a solid foundation in software development using modern frameworks.
Participants will explore the concept of frameworks and the MVC (Model-View-Controller) pattern, including how to create key components such as Views, Models, and Controllers. The course also covers working with forms and databases, performing CRUD operations, exploring and testing APIs within and outside the project, and implementing essential security practices such as authentication for login, registration, and logout.",15-06-2025,17-07-2025,6:00 PM,9:00 PM,06:00 PM - 09:00 PM,Riyadh - Headquarters,Program,Cybersecurity,"Understand the full structure of an ASP.NET Core MVC project | Learn how to manage the frontend | Understand integration between project components and data exchange among Model, Controller, and View | Develop database management skills and perform basic operations | Gain the ability to implement security features and build authentication pages | Explore technical areas such as APIs and project management using GitHub.","Application-based learning methodology | Supportive and competitive environment | Program delivered in Arabic | Use of Zoom to reach all students | Use of PowerPoint, diagrams, and code editors.",The applicant must be Saudi. | Own a personal laptop. | Student major must be in a technical field.
Drone Programming and Operation,"This program focuses on the technical programming concepts behind drones, along with the engineering and scientific principles supporting them.
Trainees will learn about drone systems and components, how to integrate them with programming for control, and how to operate them in simulated environments. These simulations replicate real-world tasks to test drone performance in a safe, virtual space.",15-06-2025,26-06-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program, Mechatronics Engineering,Learn drone programming tools | Explore and build virtual simulation systems | Complete hands-on projects to enhance drone programming skills.,Interactive semester project to build a virtual environment for drone programming | Hands-on drone programming training | Program delivered in Arabic.,The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English. | Programming background.
Data Analysis Using R Language,"The program aims to equip participants with the skills needed to efficiently analyze and process data.
It focuses on learning the fundamentals of the R programming language and its applications in data analysis and statistics. Training takes place in a hands-on educational setting under the guidance of a specialized instructional team.


",22-06-2025,03-07-2025,2:00 PM,4:00 PM,02:00 PM - 04:00 PM,Remote,Program,Data Science and Artificial Intelligence,Gain a comprehensive understanding of the R programming language and its fundamentals | Develop statistical and visual data analysis skills using R | Learn how to apply R to real-world data analysis projects | Understand advanced techniques in R for data analytics.,Application-based learning methodology | Supportive and competitive environment | Program delivered in Arabic.,The applicant must be Saudi. | Own a personal laptop. | Student major must be in a technical field.
Drone Basics,"This program prepares trainees for advanced and specialized drone courses by teaching them the basics of drone technology and operation.
Participants will learn how to operate and control drones, perform routine maintenance on essential equipment, and understand the regulatory framework for recreational drone aviation. The program emphasizes real-world practice through hands-on training designed to build participants’ confidence and capabilities",22-06-2025,26-06-2025,6:00 PM,8:00 PM,06:00 PM - 08:00 PM,Riyadh - Headquarters,Program, Mechatronics Engineering,Learn the fundamentals of drone technology | Understand how to operate drones | Learn general maintenance of essential equipment | Understand recreational aviation regulations.,Application-based learning methodology | Supportive and competitive environment | Interactive activities and projects | Program delivered in Arabic | Hands-on drone operation training.,The applicant must be Saudi. | Commitment to attend all training sessions. | Good level of English.
Cloud Solutions Engineering Using Google Compute Engine,"This program introduces participants to the flexible cloud infrastructure and core services of Google Cloud, with a focus on Compute Engine.
You’ll learn how to explore and deploy cloud solution components, including infrastructure such as networks, systems, and application services. The program also covers implementing practical solutions like setting up hybrid networks, managing encryption keys, applying security mechanisms and access control, understanding billing systems, monitoring resources, and optimizing performance.
",29-06-2025,10-07-2025,4:00 PM,8:00 PM,04:00 PM - 08:00 PM,Riyadh - Headquarters,Program,Cloud Computing,"Gain comprehensive understanding of cloud computing concepts and their business value | Understand the value Google Cloud offers to enterprises and developers | Interact with Google Cloud and use the Cloud Shell console | Create and use storage services like Cloud Storage and Cloud SQL | Deploy solutions using Google Cloud Marketplace | Implement private networking, security, and access control with IAM | Manage resources with labels and monitor billing using BigQuery | Configure high-availability VPN and autoscaling | Automate infrastructure with Terraform | Use managed services for data processing in Google Cloud.",Application-based learning methodology | Supportive and competitive environment | Hands-on training with Google Cloud Console and Cloud Shell for managing resources and deploying apps | Certified instructor guidance to ensure quality learning and concept mastery | Prepares participants for Google Cloud certifications like Associate Cloud Engineer and promotes workplace knowledge application.,"The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field. | Commitment to attend all training sessions. | Good level of English. | Basic IT background (e.g., networks, operating systems, databases) and willingness to do hands-on learning and use technical tools."
Data Analysis Using SQL,"The program is designed to provide trainees with strong skills in using SQL for data analysis.
Participants will learn how to query and analyze data stored in databases using simple, easy-to-understand commands.
",06-07-2025,17-07-2025,2:00 PM,4:00 PM,02:00 PM - 04:00 PM,Remote,Program,Data Science and Artificial Intelligence,"Learn how to use SQL effectively | Understand how to extract and analyze data stored in databases | Fully cover core SQL concepts | Perform queries, join tables, run aggregations, and apply subqueries, temporary tables, and window functions.",Program delivered in Arabic | Certificate of attendance provided by Tuwaiq Academy upon completion.,The applicant must be Saudi. | Must hold a bachelor's degree. | Own a personal laptop. | Student major must be in a technical field.
Cybersecurity Fundamentals,"This training program aims to empower participants with the foundational skills and knowledge necessary in the field of cybersecurity, and to understand its importance.
It focuses on reducing the risks of cyber threats to individuals and organizations, and how to avoid such threats by protecting personal or organizational data.",06-07-2025,10-07-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Remote,Program,Cybersecurity,Understand what cybersecurity is and why it matters | Build and promote cybersecurity awareness and culture among trainees | Identify and avoid potential cyber risks and threats | Understand how users are exploited to access sensitive data or systems | Learn employee responsibilities in protecting organizational information and systems | Get introduced to cybersecurity regulations from the National Cybersecurity Authority | Understand core encryption principles.,Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field.
Cybersecurity Defense L2 - SOC,"The Cybersecurity Defense track is designed to introduce the key domains required to detect and respond to cyber threats.
It provides trainees with essential knowledge and practical strategies for threat identification and incident response.",06-07-2025,10-07-2025,6:00 PM,10:00 PM,06:00 PM - 10:00 PM,Remote,Program,Cybersecurity,"

Introduction to cybersecurity defense | Threat and vulnerability management | Security operations and monitoring | Incident response and digital forensics.",Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field.
"Mastering Cybersecurity Governance, Risk, and Compliance (GRC","This program offers comprehensive training to develop participants’ skills and capabilities in managing cybersecurity governance and risk.
It empowers organizations to maintain compliance and effectiveness based on market needs, while equipping participants to assess cyber risks and implement appropriate cybersecurity controls.",06-07-2025,10-07-2025,7:00 PM,10:00 PM,07:00 PM - 10:00 PM,Riyadh - Headquarters,Program,Cybersecurity,"Develop various cybersecurity governance, risk, and compliance documents efficiently | Develop and review cybersecurity controls and policies in line with international best practices | Conduct cybersecurity assessments aligned with global standards | Understand and link relevant cybersecurity legislation and policies across global, GCC, and Saudi contexts.","Supportive and competitive learning environment | Program delivered in Arabic | Discussion of real business cases from the Saudi, Gulf, and global markets | Link scientific knowledge and practical capabilities through case studies from companies in Saudi Arabia | Development of policies, controls, and cyber risk assessments for real-life scenarios.",The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field.
Integrated Information Systems Audit,"This program equips trainees with the knowledge and skills required to evaluate and verify the effectiveness of information systems and IT infrastructures in organizations.
It also ensures that the auditing practices used in information systems align with international standards.",13-07-2025,17-07-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Riyadh - Headquarters,Program,Cybersecurity,"Evaluate IT governance and management: Learn how to ensure IT is well-managed and aligned with business strategy | Audit information systems: Study effective auditing techniques for IT systems, including controls to ensure efficiency and compliance | Protect information: Understand how to secure information and systems against external and internal threats | Manage IT services: Evaluate technical service delivery to ensure quality support and proper issue resolution | Assess application and IT system security: Learn to verify the integrity and safety of applications and systems | Manage IT risks: Ensure the organization has effective strategies to handle IT-related risks | Analyze IT environment: Develop skills to assess the tech landscape and support auditing decisions.","Globally recognized: CISA is one of the most respected certifications in IT auditing and cybersecurity, considered a global standard by international organizations | Professional competency boost: CISA provides deep knowledge on evaluating IT systems including security, management, and risks, enhancing problem-solving capabilities | Audit skills focus: The course strengthens IT audit skills across governance, cybersecurity, and risk management | Global compliance: Helps participants understand and apply best practices such as COBIT and ISO/IEC 27001, ensuring alignment with global standards | Career opportunities: Holding a CISA certification opens doors to careers in IT auditing, information security, risk management, and compliance | Enhanced security and compliance: Learn how to assess security control effectiveness to protect data and reduce risks | Comprehensive risk analysis: Understand how to evaluate and manage IT-related risks for system security | Continuous assessment: Includes ongoing analysis of IT audit tools and techniques for accurate and data-driven reporting | IT management expertise: Develop knowledge in areas like project management, data governance, and network security | Critical thinking focus: Improve analytical and critical thinking skills to assess IT environments and identify system design flaws | Flexible learning options.",The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field. | Practical knowledge of IT auditing. | Practical knowledge of information security and protection. | Practical knowledge of risk management. | Practical knowledge of IT governance. | Practical knowledge of compliance evaluation.
Data Analysis and Visualization Using Excel,"The program introduces tools and techniques used in data analysis, such as pivot tables, charts, filtering tools, and statistical analysis.
It includes hands-on exercises and interactive applications to reinforce understanding and practical skills. Participants will analyze real datasets and design professional visual reports that reflect insights and support decision-making.
",20-07-2025,24-07-2025,2:00 PM,4:00 PM,02:00 PM - 04:00 PM,Remote,Program,Data Science and Artificial Intelligence,"Learn how to use Excel tools and techniques for data analysis and visualization | Create pivot tables, charts, and statistical reports | Apply statistical analysis techniques and interpret the results | Build clear and effective data visualizations | Strengthen practical data analysis skills applicable to different work contexts.",Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop. | Student major must be in a technical field.
Network+ Fundamentals of Network Science,"The Network+ Fundamentals program is designed to establish a solid foundation in network science.
It prepares trainees for the CompTIA Network+ certification, which qualifies them to enter the Saudi job market in the networking field.",20-07-2025,24-07-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Riyadh - Headquarters,Program,"Network Systems

",Monitor and manage network performance | Understand networking fundamentals | Identify and describe network protocols | Understand characteristics of network operating systems | Learn the OSI model and related network layers | Understand physical layers and network components | Learn how data travels across networks | Understand remote network access.,Explain the purpose of network protocols and describe network types | Identify features of different network operating systems and clients | Describe OSI-based networks and their components | Understand TCP/IP addressing and usage.,The applicant must be Saudi. | Own a personal laptop. | Technical background.
Cybersecurity Analyst CySA+,"The CySA+ program provides the core skills security analysts need to understand and assess cybersecurity, manage incidents, and strengthen organizational security.
Participants will be trained to handle security threats effectively and apply practical skills through real-world scenarios.",17-08-2025,21-08-2025,5:00 PM,9:00 PM,05:00 PM - 09:00 PM,Riyadh - Headquarters,Program,Cybersecurity,Grasp core concepts of security analysis for organizational systems | Learn techniques to analyze and classify vulnerabilities in technical environments | Use approved sources to write and assess security reports | Master tools and methods used in security operations centers for analysis.,Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi (male or female). | Bachelor's degree in a technical field. | Own a personal laptop.
Data Science and Machine Learning Using Python,"This program introduces the fields of data science and machine learning to beginner-level tech professionals.
It provides a strong, practical guide to using Python for data analysis, including how to create visualizations using powerful machine learning algorithms. The program also explains key libraries in this field and how to use them to build compelling visual insights, along with hands-on applications of machine learning in Python.",30-11-2025,04-12-2025,2:00 PM,4:00 PM,02:00 PM - 04:00 PM,Remote,Program,Data Science and Artificial Intelligence,Understand the field of data science and its impact | Learn and use key libraries in data science | Apply practical projects to reinforce real-world understanding of core concepts.,Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field.
SQL Database Application Using Python,"This program focuses on learning database development using Python and SQL.
It covers essential concepts such as designing and creating databases, executing operations, and using SQL to query databases and extract information — all within an applied learning environment supervised by a specialized instructional team.


",07-12-2025,11-12-2025,2:00 PM,4:00 PM,02:00 PM - 04:00 PM,Remote,Program,Data Science and Artificial Intelligence,"Acquire knowledge and skills to implement databases | Build databases using Python and SQL | Perform basic operations such as insert, update, and delete | Use SQL to query databases and extract information | Strengthen database and data analysis skills | Apply these skills in real-world projects.",Application-based learning methodology | Supportive and competitive learning environment.,The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field.
Cloud Solutions Engineering Using Google Compute Engine,"The program introduces the flexible cloud infrastructure and core services of Google Cloud, with a focus on Compute Engine.
Participants will learn how to explore and deploy cloud solution components, including networks, systems, and application services. The program also covers practical implementation of hybrid networks, encryption key management, access control and security mechanisms, billing system understanding, resource monitoring, and performance optimization.
",21-12-2025,01-01-2026,10:00 AM,3:00 PM,10:00 AM - 03:00 PM,Riyadh - Headquarters,Program,Cloud Computing,"Gain comprehensive understanding of cloud computing concepts and their business value | Understand the value Google Cloud offers to enterprises and developers | Interact with Google Cloud and use the Cloud Shell console | Create and use storage services like Cloud Storage and Cloud SQL | Deploy solutions using Google Cloud Marketplace | Implement private networking, security, and access control with IAM | Manage resources with labels and monitor billing using BigQuery | Configure high-availability VPN and autoscaling | Automate infrastructure with Terraform | Use managed services for data processing in Google Cloud.",Application-based learning methodology | Supportive and competitive learning environment | Hands-on training with Google Cloud Console and Cloud Shell for managing resources and deploying apps | Certified instructor guidance to ensure comprehension of key concepts | Prepares participants for Google Cloud certifications such as Associate Cloud Engineer and supports real-world application of skills.,"The applicant must be Saudi. | Own a personal laptop. | Bachelor's degree in a technical field. | Commitment to attend all training sessions. | Good level of English. | Basic IT background (e.g., networks, operating systems, databases) and willingness to do hands-on learning and use technical tools."
